N0,N173,N321,N412,N532,N610,N758,N804,N1144,N1207,N1239,N1450,N1630,N1674,N1685,N1779,N1807,N1829,N1834,N1882,N1904,N1909,N1926,N1928,N1962,N2020,N2111,N2121,N2276,N2288,N2354,N2363,N2381,N2408,N2497,N2597,N2626,N2641,N2833,N2855,N3070,N3172,N3179,N3183,N3252,N3344,N3507,N4149,N4242,N4377,N4389,N4438,N4480,N4847,N5022,N5039,N5122,N5593,N5625,N5675,N5772,N5849,N6041,N6049,N6064,N6167,N6169,N6218,N6277,N6281,N6283,N6347,N6477,N6539,N6584,N6596,N6623,N6768,N6854,N6973,[Factor_0]
ALL,-1.45E+00,0.400380316,1.959304392,1.991462406,0.718975553,-4.71E-01,1.748508996,0.452758845,0.830797898,1.662727715,-8.42E-01,1.089223025,2.15348369,-1.29E+00,0.267569488,0.629799272,0.61762671,0.131528816,-4.48E-01,-4.56E-01,-4.18E-01,-2.55E-01,1.738861118,1.929053467,1.15077537,0.950805926,1.1302254,-6.52E-01,-1.04E+00,1.504094016,0.380647646,1.438219722,1.247835084,0.479215028,1.881556931,-2.09E-01,0.745872989,0.135431139,0.519243473,-4.48E-01,0.021977399,0.062451361,1.423055189,-1.09E-01,2.074706478,0.417199524,-8.55E-01,2.102736056,0.653994353,0.853353466,1.620784687,1.515635892,0.735695355,1.022308584,0.600484368,1.331833659,1.173571507,1.198435162,-1.34E+00,1.428398594,0.466436134,0.235631518,0.67041224,-1.27E+00,1.509565071,0.154085359,0.253383411,-7.04E-01,0.916017462,1.569351157,0.894564795,0.479215028,0.321183602,0.613165146,0.682345768,0.486326254,-2.96E-01,1.438219722,0.301254219,Cluster 1
ALL,-1.21E+00,0.101967543,1.790570012,2.125738509,0.60427838,-1.41E-01,1.780185617,1.324613184,0.875577717,1.933593424,-1.50E+00,1.382613002,1.956913034,2.096363735,0.847800103,0.506410674,0.389167186,0.190845839,-1.45E+00,-1.01E+00,0.835773446,-3.21E-01,1.720036946,1.964121002,1.240971288,1.170427067,1.472695293,0.256289128,-1.19E+00,1.763293322,0.750990859,1.145338378,1.602108062,0.335470354,1.815580785,-6.77E-01,0.547007347,-5.62E-01,1.019348402,1.115366252,-5.62E-01,-1.66E+00,1.364550266,-5.55E-01,2.036892439,0.492271105,-1.71E-01,2.056887879,0.676587969,0.19389034,1.666945114,1.53191442,1.009349924,1.039959287,0.16405583,1.480540223,1.505730603,1.000030902,-7.82E-01,1.877443844,0.686790278,0.474290917,0.799669393,-1.18E+00,1.661328465,0.19389034,-7.07E-01,-8.15E-01,0.835773446,0.901405604,1.129227025,0.680571735,1.346922077,-5.08E-01,0.504013845,0.863008165,-7.66E-01,1.425964726,0.522062009,Cluster 1
ALL,-9.21E-01,0.331381561,1.439209492,2.168002353,0.645743036,0.888287151,2.012324701,1.149753345,1.234542066,1.894090993,0.103734917,1.550361197,2.179199181,2.014994971,0.307699338,-2.01E-01,1.057324962,-3.38E-02,0.017229746,0.04783721,1.631335864,-5.86E-01,1.746889696,2.096363735,0.731783464,1.355683512,1.309546558,1.058247791,-9.44E-01,1.776766432,0.236173815,0.922724235,1.536477233,1.016691854,1.926798318,0.077431524,1.1170051,0.624235406,1.219982273,0.149639255,-8.45E-01,-3.07E-01,1.639370103,-3.29E-01,1.790570012,1.019939723,-8.58E-01,2.146391298,0.851836308,0.568574239,1.395530445,0.601537391,0.708994393,0.415665691,0.576029392,1.022901696,1.281072145,0.65857343,-8.86E-01,1.811937904,1.218503532,0.75870478,-5.65E-01,-1.25E+00,1.029449837,0.552118917,0.064917628,0.030243077,1.061330417,1.157276309,1.200600988,0.746569728,0.870173934,-1.97E-01,0.99425036,1.233789036,0.056287321,1.646147073,0.422767939,Cluster 1
ALL,-1.29E+00,0.975971855,1.952163615,2.363666276,-5.22E-01,2.15348369,1.535333531,1.057940081,1.36992223,1.537622948,1.234542066,1.56216381,1.790570012,1.610410922,-9.78E-01,0.249028835,0.884901337,0.20141982,-1.26E+00,-6.68E-03,1.536477233,-2.91E-01,1.707818205,2.202448981,0.00298869,1.527947959,0.993386142,0.426615867,-1.37E+00,0.9686387,0.399618527,0.812808824,0.41049619,-4.90E-01,2.014994971,0.596698979,1.402077414,1.36143472,1.246304719,0.436263539,0.128869293,-1.66E+00,1.41058427,-2.74E-01,-4.81E-01,0.977955149,-8.05E-01,2.105954509,1.183429227,0.537639141,0.930014484,1.288294611,-1.20E-01,-1.39E+00,0.757767361,1.260962925,1.199878421,0.095430984,-1.28E+00,2.149923976,0.72285112,0.716700846,-1.55E+00,0.055406924,1.310375808,0.215253906,0.259742482,0.0888985,1.136574777,1.441690105,0.660102859,0.835025796,1.125244734,0.548845859,1.30294473,0.835025796,0.516830865,1.767469274,0.958291961,Cluster 1
ALL,0.289500935,0.619755588,1.830398651,2.160686092,0.558477381,1.947457828,1.968983615,0.605333816,1.203860326,1.667650903,-7.38E-01,1.250136127,2.025822289,0.409157744,-1.93E-01,0.520450911,0.141466082,0.113461418,-1.02E+00,-2.16E-01,1.099139755,-1.18E-01,1.763293322,2.096363735,1.10656776,1.737268782,1.326305903,-1.22E+00,-1.46E+00,1.881556931,-2.11E-01,1.172172547,1.574188136,1.509565071,1.986379845,-1.02E+00,1.23756121,0.265201477,0.919231553,0.970326335,-9.97E-02,0.39524272,1.706308673,-7.19E-01,2.048217985,0.243230056,-5.81E-01,1.933593424,0.958570253,0.040270236,0.583725146,1.826656465,0.108154782,1.533052133,0.313972571,1.570556959,1.535905131,0.665139042,-1.32E+00,1.981348085,0.51522413,0.509610982,-1.54E+00,-7.75E-01,0.857916775,-1.32E+00,0.169582155,-8.46E-01,0.19550286,1.319557661,-1.59E-01,0.591246233,0.305856582,0.527307479,0.826337426,0.580393036,-8.86E-01,0.539875044,0.009317802,Cluster 1
ALL,0.254836001,0.40705595,1.251289134,2.028566586,0.310834425,-5.61E-01,1.909100539,0.694153554,1.705555362,1.849505137,-6.04E-01,1.190541479,1.911280224,1.182721289,-6.98E-01,-7.51E-01,0.077431524,-4.57E-03,0.749360318,-2.81E-01,1.746889696,-2.90E-01,1.999184069,1.973893235,1.178486052,1.073137503,1.482647665,-3.56E-01,-1.45E+00,1.917874343,-9.48E-01,1.350414216,1.253985974,-1.29E+00,2.115742999,-1.05E+00,0.746569728,0.63925978,1.005845054,-1.19E+00,-4.94E-01,-7.80E-01,1.46596892,-2.42E-01,0.809632865,0.541910028,-7.97E-01,2.239726087,-1.04E-01,0.215613771,0.630228068,0.667114316,-1.00E+00,1.252058731,1.156246595,1.591414418,1.730943085,1.333542719,-6.98E-01,1.875399154,0.635167589,0.546190823,0.183152867,-8.85E-02,1.498127397,0.318778087,-3.76E-01,-3.98E-01,0.657263717,1.458798542,0.89535198,0.420846324,0.739618536,0.558271918,0.983643021,0.128160242,-3.44E-01,0.977388101,-2.42E-01,Cluster 1
ALL,0.046957197,-1.64E-01,1.643427223,2.231171072,0.456072596,1.875399154,1.947457828,0.80039573,0.697064581,1.871333139,0.227685703,1.038752399,1.986379845,1.457780307,-3.49E-01,0.471145519,0.680350132,-1.81E-01,-1.36E+00,-5.52E-01,1.395530445,-7.18E-01,1.799373607,2.294842015,0.954403637,1.267609105,1.324613184,0.824607233,-1.51E+00,1.873362276,1.046624431,1.307890754,1.197354355,0.766228306,2.007026806,-1.42E-01,1.399732321,-2.64E-03,0.80622171,-1.32E+00,-8.36E-01,0.116646924,1.53021156,-3.30E-01,2.053980734,0.612528777,-9.51E-01,2.20644203,0.926768293,0.627657025,1.243252714,0.335470354,0.169403807,0.204291177,0.813053468,1.339986652,1.25282907,1.369024157,-1.56E+00,1.968983615,0.677472321,0.751457095,-2.34E+00,-4.62E-01,1.574188136,0.144130182,-4.93E-01,-8.08E-01,0.67482085,1.341282135,0.996847482,1.104947789,0.328040303,0.726508657,0.91896335,0.804762655,0.313972571,1.511766199,0.518237853,Cluster 1
ALL,0.314526682,0.462715198,1.469065142,1.959304392,0.301806164,1.945121015,1.710849,0.504413115,1.297622259,1.898335924,0.12107321,0.349452141,2.222776301,1.794074777,0.095077775,0.527307479,0.455877531,0.299415064,-1.48E+00,-7.75E-01,1.964121002,-1.53E-01,1.804723447,1.824794925,1.164172662,1.218134263,1.448683443,-8.58E-01,-1.42E+00,1.56874911,0.630871479,1.182013943,1.116021431,-5.80E-01,1.855370942,-5.72E-01,0.983072802,-7.07E-01,0.89325405,-8.80E-01,-2.20E-01,0.237258616,1.538770685,-1.12E-01,2.099539239,0.437230529,-9.15E-01,1.991462406,0.401714006,0.179221144,0.9577356,1.797601718,1.050890205,1.136910225,0.687235475,1.574188136,1.08193411,1.053948932,-1.26E+00,1.620784687,0.763166665,-2.65E-02,1.133561481,-6.47E-01,0.590199645,0.767171795,-5.94E-01,-4.02E-01,0.795802696,1.48370386,1.24975216,0.494653914,0.890898569,0.541910028,0.88906994,0.233824362,-3.88E-01,0.881525636,0.667333952,Cluster 1
ALL,-1.31E+00,0.647042941,1.634002235,2.164329741,0.419886099,2.048217985,1.635339789,1.310790772,1.075328856,1.909100539,-8.83E-01,1.057940081,1.922317194,1.964121002,0.24739709,0.551504769,0.505811195,0.038686757,-2.08E-01,-3.12E-01,1.668357525,-4.16E-01,1.740457876,1.981348085,0.834029656,1.305001694,1.400200724,-6.24E-01,-9.03E-01,1.956913034,0.042909594,1.243633582,1.403959056,-4.35E-01,1.776766432,-8.02E-01,1.046016589,-7.70E-01,0.891944838,0.826584798,-3.24E-01,0.398666616,1.666945114,-1.89E-01,2.261861048,0.390874469,-8.09E-01,2.11245764,1.11177129,0.588526447,1.642071845,1.213715925,0.726508657,0.836771039,0.227685703,1.245158858,1.639370103,0.867609617,-1.54E+00,1.813756336,0.657700163,1.046928498,2.149923976,-8.49E-01,1.442684839,0.082369808,-1.65E-01,-7.47E-01,0.972580823,1.299256024,1.042983154,0.347957539,0.577690435,0.065093805,0.600063345,0.480201242,-4.40E-02,1.58892454,0.808413516,Cluster 1
ALL,-1.49E+00,0.490287565,1.378964378,2.020379024,0.604067374,1.964121002,1.924552925,0.23960998,0.703129529,1.761631517,-1.00E+00,1.160717585,1.988914703,1.804723447,-7.62E-01,-2.07E-01,0.331753039,-1.32E-01,-3.20E-01,-3.39E-01,0.760346871,-3.34E-01,1.863292698,2.132522095,0.827327219,-4.97E-01,1.723132109,-1.51E-01,-1.36E+00,1.825724904,-8.94E-01,0.968919781,1.483175556,-1.45E+00,1.908014088,-7.19E-01,0.585393633,-5.46E-01,0.596068913,-1.51E+00,-8.09E-01,-1.28E+00,1.583974126,-2.78E-02,1.740457876,0.483557874,-6.63E-01,2.083868681,0.576859715,0.255017612,0.885161423,1.042983154,-1.64E+00,1.253214518,0.374983302,1.640044417,1.380786393,0.942002008,-2.88E-01,1.873362276,0.650514718,-5.18E-01,-1.98E+00,-1.17E+00,1.158651173,0.685010851,0.104265192,-1.45E-01,0.078313218,1.480540223,0.431434684,0.602169525,-4.27E-01,0.46722031,-3.71E-02,0.40571938,-8.15E-01,1.290717093,0.259924323,Cluster 1
AML,1.095288241,1.248218133,1.122599757,1.983857687,0.429505961,-5.07E-02,0.845535797,0.206266211,0.615288173,1.533621735,1.073450238,-4.41E-01,2.202448981,0.621247475,2.020379024,0.557450301,1.712370309,1.411535797,1.448683443,-1.15E+00,0.716700846,0.183510436,1.491678608,1.41775211,1.551531761,1.80831891,1.966546496,-6.85E-01,1.920091031,0.685010851,1.681221615,1.04449867,1.197354355,-1.51E+00,1.90476818,-3.70E-01,0.931098727,-1.08E+00,0.449450058,-1.72E+00,-4.08E-01,-9.83E-01,1.776766432,1.642071845,1.552704453,-1.67E-01,-5.47E-01,2.028566586,1.579674134,0.138802985,0.491874243,0.387461036,1.7750646,1.163134681,1.549776712,1.530778687,0.399808952,0.767407774,-1.21E+00,1.242111193,0.697512955,1.284273861,-1.86E+00,-1.01E+00,1.024089001,1.246304719,1.53191442,-7.15E-01,0.070203836,1.163134681,0.042909594,0.818202288,0.946945181,1.042983154,0.568160992,0.162630501,-6.11E-01,0.394292461,-5.41E-01,Cluster 2
AML,0.351508494,0.535405922,1.04147003,2.059812512,0.36143742,-3.18E-01,1.030047313,-5.61E-01,0.616563321,1.720036946,0.099317077,0.329339244,2.171704442,-4.62E-01,2.452988547,0.55355274,1.707062953,1.132225536,1.559192758,-8.78E-01,0.765049903,-5.12E-01,1.799373607,1.617524162,1.524567166,1.385361598,1.978850901,-1.19E+00,-1.42E+00,0.189592737,0.89168318,1.049364522,1.157276309,-1.33E+00,1.952163615,-9.81E-01,0.902725984,-9.41E-01,0.117177956,-2.03E+00,-5.71E-01,-1.18E+00,1.842741158,1.422088016,1.854388869,-3.52E-03,-6.95E-01,2.099539239,1.086681201,-1.29E-01,0.651166548,0.540078442,1.3378325,1.427424032,1.329702789,1.769989716,0.283822383,0.667993052,-1.16E+00,1.222947787,1.063184843,1.452711656,-2.38E+00,-1.05E+00,0.678357202,0.664919727,0.322294466,0.602591082,-3.81E-01,1.152823036,0.040094289,0.765049903,1.617524162,-5.26E-01,0.366697249,0.015823114,-5.48E-01,0.664919727,-1.55E-01,Cluster 2
AML,1.060404571,1.098175349,1.011693408,1.759974563,0.002812884,-4.42E-01,1.026170266,-9.37E-01,0.505611408,1.586444473,0.133834488,-4.98E-01,3.075133724,0.544966721,1.396462066,0.581850039,1.710849,0.992235004,2.460174681,-1.02E+00,0.258833406,1.346051605,1.357448334,1.406790874,1.304589859,1.766631617,2.109194924,-1.36E+00,1.764960011,1.163480535,1.493821305,1.077525385,0.84956424,-1.61E+00,1.795835455,-1.18E+00,-1.22E-01,-9.86E-01,0.316189594,-1.88E+00,-6.51E-01,-1.18E+00,1.568147632,1.41058427,1.768308174,-3.27E-02,1.001481266,2.03969937,1.773367894,0.130464896,0.816974415,0.629370591,1.780185617,1.090496579,1.039657423,1.753394604,0.784990787,0.390494974,-2.02E-01,0.571262712,0.563827741,1.832279397,-2.48E+00,-1.48E+00,0.76128613,0.304383126,0.431820621,-3.72E-01,-1.65E-01,0.909351642,0.226062209,0.526701494,1.064423162,1.332260559,0.59943201,-7.28E-02,-6.44E-01,-4.85E-02,-7.61E-01,Cluster 2
AML,1.17287174,1.309546558,1.160717585,1.7750646,0.366321212,-1.51E-02,1.384444237,-1.51E-01,0.542317294,1.57176505,0.40571938,-9.03E-01,2.812910953,0.368201916,1.084462851,0.562797576,1.458798542,0.552938106,2.182992933,-1.02E+00,0.786187565,0.614863346,1.260184677,1.638023707,1.503005192,1.778473426,1.961707008,-5.81E-01,1.942794775,0.998293237,1.174972768,1.053948932,0.938719309,-1.21E+00,1.80831891,-9.17E-01,0.198012238,-5.53E-01,0.302358201,-1.52E+00,-7.61E-01,-1.42E+00,1.468031504,0.917623323,1.938173588,0.099670432,1.030645156,2.017679686,1.710849,-5.43E-01,0.382916798,0.74077458,1.605288381,1.132559333,1.114384379,1.750132893,0.865562265,0.74424867,-3.44E-01,0.13418927,0.569607779,1.657150116,-2.06E+00,-1.50E+00,0.728570297,0.501819292,1.355683512,1.999184069,0.013889045,0.96387198,0.748429474,0.150528237,1.728588705,1.095929031,0.937081747,-1.89E-01,-1.07E+00,0.144663125,-6.60E-01,Cluster 2
AML,0.356936947,0.44032765,1.190898674,2.03969937,0.311572536,-5.82E-01,1.358332333,-2.33E-01,0.924070575,1.32885213,1.147712888,0.179935795,2.549073485,0.090134076,1.996596937,0.785708719,0.626159165,0.34235967,1.476344955,-8.97E-01,0.61762671,0.313972571,1.318718347,1.857340473,1.51066472,1.862296071,1.641395286,-1.08E+00,1.4446786,1.419194448,0.232198575,1.072824874,0.865817985,-9.83E-01,1.90476818,-9.50E-01,0.932184067,-2.27E-01,0.93899248,-1.47E+00,-5.93E-01,-8.54E-01,1.698818719,0.780214867,1.704803018,0.276508691,-5.07E-01,2.045361931,1.160028231,-6.83E-01,0.17332873,0.736386857,1.481593122,1.062566295,1.716191018,1.847563935,0.929202018,0.555808194,-1.33E+00,0.88933099,0.639044135,1.194120294,-1.88E+00,-1.04E+00,0.859950656,0.533986172,0.933814138,1.286683815,-2.11E-01,1.213715925,-2.84E-01,0.184404461,1.929053467,0.626159165,0.718065224,-7.99E-02,-9.28E-01,0.34235967,-6.49E-01,Cluster 2
AML,0.375737849,1.02141959,1.250520278,1.981348085,0.358061384,0.045549251,1.582742569,-1.48E-01,0.465652244,1.721582466,0.142709203,0.587899423,2.438985152,-1.40E+00,0.557244955,0.598380315,1.017281578,0.369519183,1.153848684,-9.99E-01,0.640554274,0.36500549,1.575403153,1.828524357,1.497587615,1.69733211,1.863292698,-3.67E-01,-7.01E-01,1.268001803,1.059171522,1.222205401,1.130891609,-1.43E+00,1.915667038,-8.10E-01,0.404765132,0.073905341,0.589990405,-1.50E+00,-1.14E+00,0.661196253,1.756675077,0.150350431,1.913469028,-3.69E-03,0.000527415,2.071690746,1.180954033,-4.50E-01,0.777357841,0.700880247,1.587063575,1.206040342,0.905636375,1.630007017,1.033340024,1.169729872,-1.20E+00,0.952464876,0.552118917,1.299665007,-1.62E+00,-1.28E+00,0.744944566,1.204223264,0.349452141,1.935878429,0.344037896,1.086363967,0.481977606,0.544558868,1.60084046,0.785230053,0.992235004,0.194427791,-5.22E-01,0.436456904,-8.89E-01,Cluster 2
AML,0.574369937,0.708768371,1.118646953,1.929053467,0.484743868,-1.15E-01,0.927038435,0.521457689,0.661633833,1.801151164,1.022308584,-8.57E-02,2.218636971,0.650949241,1.727806037,0.574369937,1.402077414,1.033639918,2.048217985,-1.07E+00,0.39239301,0.150350431,1.553879286,1.323346131,1.597682657,1.627357923,1.783625741,-1.54E-01,2.028566586,1.560973735,1.761631517,0.733853066,0.687680808,-1.05E+00,1.726243869,-6.66E-01,0.655737141,-8.39E-01,0.539671669,-1.54E+00,-1.03E+00,-1.71E+00,1.612988118,1.382155917,1.885702097,0.468789527,-2.95E-01,2.056887879,1.631335864,0.372344064,0.789784679,0.539671669,1.871333139,0.934086057,1.49221364,1.546862194,1.10107164,0.645309976,0.045549251,1.49704827,0.583933618,1.729372434,-2.35E+00,-9.49E-01,0.532162359,0.348891574,2.214535311,1.207132503,0.521457689,0.955513113,0.087839543,0.168155518,1.724685902,0.66777332,1.158651173,-1.23E-01,-6.34E-01,0.616775943,-2.75E-01,Cluster 2
AML,1.463912555,1.534762432,1.061639235,1.790570012,0.195861267,-3.03E-01,1.412488604,0.276874021,0.679021213,1.675469994,0.080429535,0.128514759,2.567622325,0.560121936,0.474094193,0.671733451,1.745274964,1.140608632,2.275693564,-5.42E-01,0.352069575,0.883601799,0.899032871,1.781903043,1.460839564,1.676902704,1.991462406,-1.43E-01,1.931318469,0.958291961,1.511766199,0.905901337,0.932727148,-1.58E+00,1.813756336,-8.33E-01,0.13081952,-8.33E-01,0.539875044,-1.79E+00,-1.09E+00,-8.56E-01,1.778473426,1.218134263,1.90476818,0.167977212,0.061042237,2.115742999,1.940479001,-4.94E-01,0.742163141,0.604911561,1.873362276,0.956623766,0.824113346,1.646147073,0.527509517,0.265019384,-1.12E+00,0.669092197,0.483162694,1.785353749,-1.97E+00,-1.32E+00,0.779976538,0.587481535,1.490076067,-9.05E-02,-1.03E-01,0.902461782,-2.27E-01,0.21957414,0.657700163,1.308718207,0.813053468,0.033409172,-7.19E-01,0.299782814,-1.09E+00,Cluster 2
AML,0.946394798,0.471734925,1.324190596,1.873362276,0.228046561,0.192278323,1.019939723,-1.96E-01,0.50461278,1.70180325,-1.97E-02,0.348331117,2.244065821,0.597959823,2.19067607,0.817956615,1.620784687,1.352166478,2.055432135,-8.71E-01,0.676145991,-5.44E-02,1.841781729,1.692894647,1.436737703,1.797601718,1.922317194,-7.04E-01,1.935878429,1.196634593,1.337402413,1.209321155,0.988502852,-1.45E+00,1.952163615,-1.27E+00,0.316744092,-1.03E+00,0.273952409,-1.66E+00,-1.10E+00,-1.40E+00,1.894090993,1.58892454,1.769989716,0.154974942,-5.12E-01,2.068693738,1.543382027,0.027604897,0.836272138,0.666894713,1.433291877,1.249368378,1.223690848,2.014994971,0.65857343,0.914146939,-5.53E-01,0.627442959,0.590408911,1.187333532,0.015998941,-1.45E+00,0.431434684,0.531554815,1.222576509,-8.89E-01,0.241419622,1.004388333,-7.24E-01,0.455487454,1.165211899,0.791707324,0.662728335,-3.96E-02,-8.66E-01,0.590408911,-5.18E-01,Cluster 2
AML,0.24703457,0.396954086,1.30294473,1.669773271,0.38121475,-2.55E-02,1.684118405,0.75870478,1.104947789,1.729372434,0.14839488,0.82115423,2.587099039,1.238317761,0.136140872,0.556013375,1.346051605,0.901669554,2.186818365,-7.93E-01,0.522868067,0.052413891,1.486882417,1.954532813,1.326305903,1.841781729,2.005711093,-1.04E+00,-4.15E-02,1.096570272,1.028852728,1.046320462,1.393670829,-1.60E+00,1.865291523,-9.58E-01,1.10656776,-8.55E-01,0.297393163,-8.68E-01,-4.74E-01,-1.36E+00,1.768308174,0.033057368,1.966546496,0.110277062,-5.28E-01,2.031326247,1.3973949,-5.70E-02,0.857916775,0.804762655,1.745274964,1.257466798,1.30541375,1.544540005,0.841020138,0.785230053,-9.65E-01,1.111445188,0.814522355,1.548609326,1.057940081,-1.11E+00,0.873516126,1.132893256,0.432399647,-6.00E-01,0.375926519,1.22183446,0.15017263,0.931369959,1.092091014,1.442684839,0.74424867,0.265747809,-5.38E-01,0.808901111,-7.81E-01,Cluster 2
AML,0.516830865,0.608927356,1.365442859,1.618174892,0.403048412,0.039742399,1.466483982,-6.98E-01,0.453927835,1.609126325,-3.96E-02,-4.34E-02,2.794993945,-3.28E-01,2.017679686,0.694601021,0.722622846,0.440715086,1.753394604,-1.03E+00,1.000900868,0.525086479,1.241351077,1.694370096,1.590168246,1.361878989,1.606565068,-7.24E-01,1.41058427,1.341714463,1.652311659,1.031243369,1.011693408,-1.26E+00,1.876420518,-1.06E+00,0.332310343,-7.33E-01,0.57561438,-1.63E+00,-6.30E-01,0.813787692,1.821090701,1.293958898,1.861301289,-4.34E-02,0.156042605,1.983857687,1.560973735,-3.11E-01,0.448866666,0.738001733,1.740457876,1.166599508,1.235295796,1.624720201,0.749127546,0.364253933,0.114877054,0.295923453,0.49922884,1.825724904,-2.09E+00,-1.49E+00,0.582474847,0.580184993,1.830398651,2.080795173,-3.25E-01,0.958570253,1.031243369,0.383105983,1.409634019,1.116349201,0.802092161,-2.25E-01,-8.85E-01,0.063508285,-4.74E-01,Cluster 2
